Geographic Area,County,State,Abbreviation,2019 Population _ Census
"Baltimore city, Maryland",Baltimore, Maryland, MarylandBaltimore,593490
"Barnstable County, Massachusetts",Barnstable, Massachusetts, MassachusettsBarnstable,212990
"Berkshire County, Massachusetts",Berkshire, Massachusetts, MassachusettsBerkshire,124944
"Bristol County, Massachusetts",Bristol, Massachusetts, MassachusettsBristol,565217
"Dukes County, Massachusetts",Dukes, Massachusetts, MassachusettsDukes,17332
"Essex County, Massachusetts",Essex, Massachusetts, MassachusettsEssex,789034
"Franklin County, Massachusetts",Franklin, Massachusetts, MassachusettsFranklin,70180
"Hampden County, Massachusetts",Hampden, Massachusetts, MassachusettsHampden,466372
"Hampshire County, Massachusetts",Hampshire, Massachusetts, MassachusettsHampshire,160830
"Middlesex County, Massachusetts",Middlesex, Massachusetts, MassachusettsMiddlesex,1611699
"Nantucket County, Massachusetts",Nantucket, Massachusetts, MassachusettsNantucket,11399
"Norfolk County, Massachusetts",Norfolk, Massachusetts, MassachusettsNorfolk,706775
"Plymouth County, Massachusetts",Plymouth, Massachusetts, MassachusettsPlymouth,521202
"Suffolk County, Massachusetts",Suffolk, Massachusetts, MassachusettsSuffolk,803907
"Worcester County, Massachusetts",Worcester, Massachusetts, MassachusettsWorcester,830622
"Alcona County, Michigan",Alcona, Michigan, MichiganAlcona,10405
"Alger County, Michigan",Alger, Michigan, MichiganAlger,9108
"Allegan County, Michigan",Allegan, Michigan, MichiganAllegan,118081
"Alpena County, Michigan",Alpena, Michigan, MichiganAlpena,28405
"Antrim County, Michigan",Antrim, Michigan, MichiganAntrim,23324
"Arenac County, Michigan",Arenac, Michigan, MichiganArenac,14883
"Baraga County, Michigan",Baraga, Michigan, MichiganBaraga,8209
"Barry County, Michigan",Barry, Michigan, MichiganBarry,61550
"Bay County, Michigan",Bay, Michigan, MichiganBay,103126
"Benzie County, Michigan",Benzie, Michigan, MichiganBenzie,17766
"Berrien County, Michigan",Berrien, Michigan, MichiganBerrien,153401
"Branch County, Michigan",Branch, Michigan, MichiganBranch,43517
"Calhoun County, Michigan",Calhoun, Michigan, MichiganCalhoun,134159
"Cass County, Michigan",Cass, Michigan, MichiganCass,51787
"Charlevoix County, Michigan",Charlevoix, Michigan, MichiganCharlevoix,26143
"Cheboygan County, Michigan",Cheboygan, Michigan, MichiganCheboygan,25276
"Chippewa County, Michigan",Chippewa, Michigan, MichiganChippewa,37349
"Clare County, Michigan",Clare, Michigan, MichiganClare,30950
"Clinton County, Michigan",Clinton, Michigan, MichiganClinton,79595
"Crawford County, Michigan",Crawford, Michigan, MichiganCrawford,14029
"Delta County, Michigan",Delta, Michigan, MichiganDelta,35784
"Dickinson County, Michigan",Dickinson, Michigan, MichiganDickinson,25239
"Eaton County, Michigan",Eaton, Michigan, MichiganEaton,110268
"Emmet County, Michigan",Emmet, Michigan, MichiganEmmet,33415
"Genesee County, Michigan",Genesee, Michigan, MichiganGenesee,405813
"Gladwin County, Michigan",Gladwin, Michigan, MichiganGladwin,25449
"Gogebic County, Michigan",Gogebic, Michigan, MichiganGogebic,13975
"Grand Traverse County, Michigan",Grand, Michigan, MichiganGrand,93088
"Gratiot County, Michigan",Gratiot, Michigan, MichiganGratiot,40711
"Hillsdale County, Michigan",Hillsdale, Michigan, MichiganHillsdale,45605
"Houghton County, Michigan",Houghton, Michigan, MichiganHoughton,35684
"Huron County, Michigan",Huron, Michigan, MichiganHuron,30981
"Ingham County, Michigan",Ingham, Michigan, MichiganIngham,292406
"Ionia County, Michigan",Ionia, Michigan, MichiganIonia,64697
"Iosco County, Michigan",Iosco, Michigan, MichiganIosco,25127
"Iron County, Michigan",Iron, Michigan, MichiganIron,11066
"Isabella County, Michigan",Isabella, Michigan, MichiganIsabella,69872
"Jackson County, Michigan",Jackson, Michigan, MichiganJackson,158510
"Kalamazoo County, Michigan",Kalamazoo, Michigan, MichiganKalamazoo,265066
"Kalkaska County, Michigan",Kalkaska, Michigan, MichiganKalkaska,18038
"Kent County, Michigan",Kent, Michigan, MichiganKent,656955
"Keweenaw County, Michigan",Keweenaw, Michigan, MichiganKeweenaw,2116
"Lake County, Michigan",Lake, Michigan, MichiganLake,11853
"Lapeer County, Michigan",Lapeer, Michigan, MichiganLapeer,87607
"Leelanau County, Michigan",Leelanau, Michigan, MichiganLeelanau,21761
"Lenawee County, Michigan",Lenawee, Michigan, MichiganLenawee,98451
"Livingston County, Michigan",Livingston, Michigan, MichiganLivingston,191995
"Luce County, Michigan",Luce, Michigan, MichiganLuce,6229
"Mackinac County, Michigan",Mackinac, Michigan, MichiganMackinac,10799
"Macomb County, Michigan",Macomb, Michigan, MichiganMacomb,873972
"Manistee County, Michigan",Manistee, Michigan, MichiganManistee,24558
"Marquette County, Michigan",Marquette, Michigan, MichiganMarquette,66699
"Mason County, Michigan",Mason, Michigan, MichiganMason,29144
"Mecosta County, Michigan",Mecosta, Michigan, MichiganMecosta,43453
"Menominee County, Michigan",Menominee, Michigan, MichiganMenominee,22780
"Midland County, Michigan",Midland, Michigan, MichiganMidland,83156
"Missaukee County, Michigan",Missaukee, Michigan, MichiganMissaukee,15118
"Monroe County, Michigan",Monroe, Michigan, MichiganMonroe,150500
"Montcalm County, Michigan",Montcalm, Michigan, MichiganMontcalm,63888
"Montmorency County, Michigan",Montmorency, Michigan, MichiganMontmorency,9328
"Muskegon County, Michigan",Muskegon, Michigan, MichiganMuskegon,173566
"Newaygo County, Michigan",Newaygo, Michigan, MichiganNewaygo,48980
"Oakland County, Michigan",Oakland, Michigan, MichiganOakland,1257584
"Oceana County, Michigan",Oceana, Michigan, MichiganOceana,26467
"Ogemaw County, Michigan",Ogemaw, Michigan, MichiganOgemaw,20997
"Ontonagon County, Michigan",Ontonagon, Michigan, MichiganOntonagon,5720
"Osceola County, Michigan",Osceola, Michigan, MichiganOsceola,23460
"Oscoda County, Michigan",Oscoda, Michigan, MichiganOscoda,8241
"Otsego County, Michigan",Otsego, Michigan, MichiganOtsego,24668
"Ottawa County, Michigan",Ottawa, Michigan, MichiganOttawa,291830
"Presque Isle County, Michigan",Presque, Michigan, MichiganPresque,12592
"Roscommon County, Michigan",Roscommon, Michigan, MichiganRoscommon,24019
"Saginaw County, Michigan",Saginaw, Michigan, MichiganSaginaw,190539
"St Clair County, Michigan",St, Michigan, MichiganSt,159128
"St Joseph County, Michigan",St, Michigan, MichiganSt,60964
"Sanilac County, Michigan",Sanilac, Michigan, MichiganSanilac,41170
"Schoolcraft County, Michigan",Schoolcraft, Michigan, MichiganSchoolcraft,8094
"Shiawassee County, Michigan",Shiawassee, Michigan, MichiganShiawassee,68122
"Tuscola County, Michigan",Tuscola, Michigan, MichiganTuscola,52245
"Van Buren County, Michigan",Van, Michigan, MichiganVan,75677
"Washtenaw County, Michigan",Washtenaw, Michigan, MichiganWashtenaw,367601
"Wayne County, Michigan",Wayne, Michigan, MichiganWayne,1749343
"Wexford County, Michigan",Wexford, Michigan, MichiganWexford,33631
"Aitkin County, Minnesota",Aitkin, Minnesota, MinnesotaAitkin,15886
"Anoka County, Minnesota",Anoka, Minnesota, MinnesotaAnoka,356921
"Becker County, Minnesota",Becker, Minnesota, MinnesotaBecker,34423
"Beltrami County, Minnesota",Beltrami, Minnesota, MinnesotaBeltrami,47188
"Benton County, Minnesota",Benton, Minnesota, MinnesotaBenton,40889
"Big Stone County, Minnesota",Big, Minnesota, MinnesotaBig,4991
"Blue Earth County, Minnesota",Blue, Minnesota, MinnesotaBlue,67653
"Brown County, Minnesota",Brown, Minnesota, MinnesotaBrown,25008
"Carlton County, Minnesota",Carlton, Minnesota, MinnesotaCarlton,35871
"Carver County, Minnesota",Carver, Minnesota, MinnesotaCarver,105089
"Cass County, Minnesota",Cass, Minnesota, MinnesotaCass,29779
"Chippewa County, Minnesota",Chippewa, Minnesota, MinnesotaChippewa,11800
"Chisago County, Minnesota",Chisago, Minnesota, MinnesotaChisago,56579
"Clay County, Minnesota",Clay, Minnesota, MinnesotaClay,64222
"Clearwater County, Minnesota",Clearwater, Minnesota, MinnesotaClearwater,8818
"Cook County, Minnesota",Cook, Minnesota, MinnesotaCook,5463
"Cottonwood County, Minnesota",Cottonwood, Minnesota, MinnesotaCottonwood,11196
"Crow Wing County, Minnesota",Crow, Minnesota, MinnesotaCrow,65055
"Dakota County, Minnesota",Dakota, Minnesota, MinnesotaDakota,429021
"Dodge County, Minnesota",Dodge, Minnesota, MinnesotaDodge,20934
"Douglas County, Minnesota",Douglas, Minnesota, MinnesotaDouglas,38141
"Faribault County, Minnesota",Faribault, Minnesota, MinnesotaFaribault,13653
"Fillmore County, Minnesota",Fillmore, Minnesota, MinnesotaFillmore,21067
"Freeborn County, Minnesota",Freeborn, Minnesota, MinnesotaFreeborn,30281
"Goodhue County, Minnesota",Goodhue, Minnesota, MinnesotaGoodhue,46340
"Grant County, Minnesota",Grant, Minnesota, MinnesotaGrant,5972
"Hennepin County, Minnesota",Hennepin, Minnesota, MinnesotaHennepin,1265843
"Houston County, Minnesota",Houston, Minnesota, MinnesotaHouston,18600
"Hubbard County, Minnesota",Hubbard, Minnesota, MinnesotaHubbard,21491
"Isanti County, Minnesota",Isanti, Minnesota, MinnesotaIsanti,40596
"Itasca County, Minnesota",Itasca, Minnesota, MinnesotaItasca,45130
"Jackson County, Minnesota",Jackson, Minnesota, MinnesotaJackson,9846
"Kanabec County, Minnesota",Kanabec, Minnesota, MinnesotaKanabec,16337
"Kandiyohi County, Minnesota",Kandiyohi, Minnesota, MinnesotaKandiyohi,43199
"Kittson County, Minnesota",Kittson, Minnesota, MinnesotaKittson,4298
"Koochiching County, Minnesota",Koochiching, Minnesota, MinnesotaKoochiching,12229
"Lac qui Parle County, Minnesota",Lac, Minnesota, MinnesotaLac,6623
"Lake County, Minnesota",Lake, Minnesota, MinnesotaLake,10641
"Lake of the Woods County, Minnesota",Lake, Minnesota, MinnesotaLake,3740
"Le Sueur County, Minnesota",Le, Minnesota, MinnesotaLe,28887
"Lincoln County, Minnesota",Lincoln, Minnesota, MinnesotaLincoln,5639
"Lyon County, Minnesota",Lyon, Minnesota, MinnesotaLyon,25474
"McLeod County, Minnesota",McLeod, Minnesota, MinnesotaMcLeod,35893
"Mahnomen County, Minnesota",Mahnomen, Minnesota, MinnesotaMahnomen,5527
"Marshall County, Minnesota",Marshall, Minnesota, MinnesotaMarshall,9336
"Martin County, Minnesota",Martin, Minnesota, MinnesotaMartin,19683
"Meeker County, Minnesota",Meeker, Minnesota, MinnesotaMeeker,23222
"Mille Lacs County, Minnesota",Mille, Minnesota, MinnesotaMille,26277
"Morrison County, Minnesota",Morrison, Minnesota, MinnesotaMorrison,33386
"Mower County, Minnesota",Mower, Minnesota, MinnesotaMower,40062
"Murray County, Minnesota",Murray, Minnesota, MinnesotaMurray,8194
"Nicollet County, Minnesota",Nicollet, Minnesota, MinnesotaNicollet,34274
"Nobles County, Minnesota",Nobles, Minnesota, MinnesotaNobles,21629
"Norman County, Minnesota",Norman, Minnesota, MinnesotaNorman,6375
"Olmsted County, Minnesota",Olmsted, Minnesota, MinnesotaOlmsted,158293
"Otter Tail County, Minnesota",Otter, Minnesota, MinnesotaOtter,58746
"Pennington County, Minnesota",Pennington, Minnesota, MinnesotaPennington,14119
"Pine County, Minnesota",Pine, Minnesota, MinnesotaPine,29579
"Pipestone County, Minnesota",Pipestone, Minnesota, MinnesotaPipestone,9126
"Polk County, Minnesota",Polk, Minnesota, MinnesotaPolk,31364
"Pope County, Minnesota",Pope, Minnesota, MinnesotaPope,11249
"Ramsey County, Minnesota",Ramsey, Minnesota, MinnesotaRamsey,550321
"Red Lake County, Minnesota",Red, Minnesota, MinnesotaRed,4055
"Redwood County, Minnesota",Redwood, Minnesota, MinnesotaRedwood,15170
"Renville County, Minnesota",Renville, Minnesota, MinnesotaRenville,14548
"Rice County, Minnesota",Rice, Minnesota, MinnesotaRice,66972
"Rock County, Minnesota",Rock, Minnesota, MinnesotaRock,9315
"Roseau County, Minnesota",Roseau, Minnesota, MinnesotaRoseau,15165
"St Louis County, Minnesota",St, Minnesota, MinnesotaSt,199070
"Scott County, Minnesota",Scott, Minnesota, MinnesotaScott,149013
"Sherburne County, Minnesota",Sherburne, Minnesota, MinnesotaSherburne,97238
"Sibley County, Minnesota",Sibley, Minnesota, MinnesotaSibley,14865
"Stearns County, Minnesota",Stearns, Minnesota, MinnesotaStearns,161075
"Steele County, Minnesota",Steele, Minnesota, MinnesotaSteele,36649
"Stevens County, Minnesota",Stevens, Minnesota, MinnesotaStevens,9805
"Swift County, Minnesota",Swift, Minnesota, MinnesotaSwift,9266
"Todd County, Minnesota",Todd, Minnesota, MinnesotaTodd,24664
"Traverse County, Minnesota",Traverse, Minnesota, MinnesotaTraverse,3259
"Wabasha County, Minnesota",Wabasha, Minnesota, MinnesotaWabasha,21627
"Wadena County, Minnesota",Wadena, Minnesota, MinnesotaWadena,13682
"Waseca County, Minnesota",Waseca, Minnesota, MinnesotaWaseca,18612
"Washington County, Minnesota",Washington, Minnesota, MinnesotaWashington,262440
"Watonwan County, Minnesota",Watonwan, Minnesota, MinnesotaWatonwan,10897
"Wilkin County, Minnesota",Wilkin, Minnesota, MinnesotaWilkin,6207
"Winona County, Minnesota",Winona, Minnesota, MinnesotaWinona,50484
"Wright County, Minnesota",Wright, Minnesota, MinnesotaWright,138377
"Yellow Medicine County, Minnesota",Yellow, Minnesota, MinnesotaYellow,9709
"Adams County, Mississippi",Adams, Mississippi, MississippiAdams,30693
"Alcorn County, Mississippi",Alcorn, Mississippi, MississippiAlcorn,36953
"Amite County, Mississippi",Amite, Mississippi, MississippiAmite,12297
"Attala County, Mississippi",Attala, Mississippi, MississippiAttala,18174
"Benton County, Mississippi",Benton, Mississippi, MississippiBenton,8259
"Bolivar County, Mississippi",Bolivar, Mississippi, MississippiBolivar,30628
"Calhoun County, Mississippi",Calhoun, Mississippi, MississippiCalhoun,14361
"Carroll County, Mississippi",Carroll, Mississippi, MississippiCarroll,9947
"Chickasaw County, Mississippi",Chickasaw, Mississippi, MississippiChickasaw,17103
"Choctaw County, Mississippi",Choctaw, Mississippi, MississippiChoctaw,8210
"Claiborne County, Mississippi",Claiborne, Mississippi, MississippiClaiborne,8988
"Clarke County, Mississippi",Clarke, Mississippi, MississippiClarke,15541
"Clay County, Mississippi",Clay, Mississippi, MississippiClay,19316
"Coahoma County, Mississippi",Coahoma, Mississippi, MississippiCoahoma,22124
"Copiah County, Mississippi",Copiah, Mississippi, MississippiCopiah,28065
"Covington County, Mississippi",Covington, Mississippi, MississippiCovington,18636
"DeSoto County, Mississippi",DeSoto, Mississippi, MississippiDeSoto,184945
"Forrest County, Mississippi",Forrest, Mississippi, MississippiForrest,74897
"Franklin County, Mississippi",Franklin, Mississippi, MississippiFranklin,7713
"George County, Mississippi",George, Mississippi, MississippiGeorge,24500
"Greene County, Mississippi",Greene, Mississippi, MississippiGreene,13586
"Grenada County, Mississippi",Grenada, Mississippi, MississippiGrenada,20758
"Hancock County, Mississippi",Hancock, Mississippi, MississippiHancock,47632
"Harrison County, Mississippi",Harrison, Mississippi, MississippiHarrison,208080
"Hinds County, Mississippi",Hinds, Mississippi, MississippiHinds,231840
"Holmes County, Mississippi",Holmes, Mississippi, MississippiHolmes,17010
"Humphreys County, Mississippi",Humphreys, Mississippi, MississippiHumphreys,8064
"Issaquena County, Mississippi",Issaquena, Mississippi, MississippiIssaquena,1327
"Itawamba County, Mississippi",Itawamba, Mississippi, MississippiItawamba,23390
"Jackson County, Mississippi",Jackson, Mississippi, MississippiJackson,143617
"Jasper County, Mississippi",Jasper, Mississippi, MississippiJasper,16383
"Jefferson County, Mississippi",Jefferson, Mississippi, MississippiJefferson,6990
"Jefferson Davis County, Mississippi",Jefferson, Mississippi, MississippiJefferson,11128
"Jones County, Mississippi",Jones, Mississippi, MississippiJones,68098
"Kemper County, Mississippi",Kemper, Mississippi, MississippiKemper,9742
"Lafayette County, Mississippi",Lafayette, Mississippi, MississippiLafayette,54019
"Lamar County, Mississippi",Lamar, Mississippi, MississippiLamar,63343
"Lauderdale County, Mississippi",Lauderdale, Mississippi, MississippiLauderdale,74125
"Lawrence County, Mississippi",Lawrence, Mississippi, MississippiLawrence,12586
"Leake County, Mississippi",Leake, Mississippi, MississippiLeake,22786
"Lee County, Mississippi",Lee, Mississippi, MississippiLee,85436
"Leflore County, Mississippi",Leflore, Mississippi, MississippiLeflore,28183
"Lincoln County, Mississippi",Lincoln, Mississippi, MississippiLincoln,34153
"Lowndes County, Mississippi",Lowndes, Mississippi, MississippiLowndes,58595
"Madison County, Mississippi",Madison, Mississippi, MississippiMadison,106272
"Marion County, Mississippi",Marion, Mississippi, MississippiMarion,24573
"Marshall County, Mississippi",Marshall, Mississippi, MississippiMarshall,35294
"Monroe County, Mississippi",Monroe, Mississippi, MississippiMonroe,35252
"Montgomery County, Mississippi",Montgomery, Mississippi, MississippiMontgomery,9775
"Neshoba County, Mississippi",Neshoba, Mississippi, MississippiNeshoba,29118
"Newton County, Mississippi",Newton, Mississippi, MississippiNewton,21018
"Noxubee County, Mississippi",Noxubee, Mississippi, MississippiNoxubee,10417
"Oktibbeha County, Mississippi",Oktibbeha, Mississippi, MississippiOktibbeha,49587
"Panola County, Mississippi",Panola, Mississippi, MississippiPanola,34192
"Pearl River County, Mississippi",Pearl, Mississippi, MississippiPearl,55535
"Perry County, Mississippi",Perry, Mississippi, MississippiPerry,11973
"Pike County, Mississippi",Pike, Mississippi, MississippiPike,39288
"Pontotoc County, Mississippi",Pontotoc, Mississippi, MississippiPontotoc,32174
"Prentiss County, Mississippi",Prentiss, Mississippi, MississippiPrentiss,25126
"Quitman County, Mississippi",Quitman, Mississippi, MississippiQuitman,6792
"Rankin County, Mississippi",Rankin, Mississippi, MississippiRankin,155271
"Scott County, Mississippi",Scott, Mississippi, MississippiScott,28124
"Sharkey County, Mississippi",Sharkey, Mississippi, MississippiSharkey,4321
"Simpson County, Mississippi",Simpson, Mississippi, MississippiSimpson,26658
"Smith County, Mississippi",Smith, Mississippi, MississippiSmith,15916
"Stone County, Mississippi",Stone, Mississippi, MississippiStone,18336
"Sunflower County, Mississippi",Sunflower, Mississippi, MississippiSunflower,25110
"Tallahatchie County, Mississippi",Tallahatchie, Mississippi, MississippiTallahatchie,13809
"Tate County, Mississippi",Tate, Mississippi, MississippiTate,28321
"Tippah County, Mississippi",Tippah, Mississippi, MississippiTippah,22015
"Tishomingo County, Mississippi",Tishomingo, Mississippi, MississippiTishomingo,19383
"Tunica County, Mississippi",Tunica, Mississippi, MississippiTunica,9632
"Union County, Mississippi",Union, Mississippi, MississippiUnion,28815
"Walthall County, Mississippi",Walthall, Mississippi, MississippiWalthall,14286
"Warren County, Mississippi",Warren, Mississippi, MississippiWarren,45381
"Washington County, Mississippi",Washington, Mississippi, MississippiWashington,43909
